"state","week","prop_infected","prop_infected_lo","prop_infected_hi"
"TX",2021-07-24,0.33482120874758,0.316658175624341,0.446324937514499
"TX",2021-07-31,0.339006266791273,0.320766434824831,0.45490041689467
"TX",2021-08-07,0.345805419762567,0.326663507279797,0.465802994939262
"TX",2021-08-14,0.354196091749551,0.334251924612542,0.478034294149466
"TX",2021-08-21,0.365395121762303,0.344830541911556,0.49268474642432
"TX",2021-08-28,0.378010640877695,0.356965743788624,0.508079451663796
"TX",2021-09-04,0.392365022341963,0.370838057857968,0.524797636734501
"TX",2021-09-11,0.405495292536316,0.383432536973383,0.540558676921938
"TX",2021-09-18,0.417780893631168,0.395058191072175,0.555395099027764
"TX",2021-09-25,0.427024666357383,0.403085298911978,0.567947753742813
"TX",2021-10-02,0.43466366757131,0.409657702680487,0.579368519099738
"TX",2021-10-09,0.440180018935356,0.414131142776801,0.589217482108359
"TX",2021-10-16,0.444258599109678,0.417307865621472,0.598105324617355
"TX",2021-10-23,0.448250868388369,0.420378881353165,0.605532372099243
"TX",2021-10-30,0.4512789848198,0.422396790667748,0.612537067021441
"TX",2021-11-06,0.453421961020909,0.423222132396518,0.618885414855607
"TX",2021-11-13,0.45568840973968,0.424093240840904,0.625094596645875
"TX",2021-11-20,0.457445246238786,0.424749576969169,0.63112772452806
"TX",2021-11-27,0.457680215352904,0.42440873885081,0.636365354705266
"TX",2021-12-04,0.458559876236836,0.424310241876329,0.641069787778285
"TX",2021-12-11,0.458921469574711,0.424597209215846,0.643200581334011
"TX",2021-12-18,0.458876524523435,0.422744233111956,0.643485720765731
"TX",2021-12-25,0.462084073708489,0.423460150755354,0.647780321748929
"TX",2022-01-01,0.469199764731634,0.428535212755318,0.656061514617809
"TX",2022-01-08,0.491863542189866,0.450136142536934,0.67646357589702
"TX",2022-01-15,0.509739949463051,0.466504135001918,0.694484347294501
"UT",2020-05-02,0.0399307650966858,0.0251978378729933,0.0826195351947298
"UT",2020-05-09,0.0430356264308042,0.02863648970681,0.0799492367944691
"UT",2020-05-16,0.0451173252640168,0.0298642073910781,0.0766106001224383
"UT",2020-05-23,0.0473926514899874,0.0307533803714253,0.074589545098438
"UT",2020-05-30,0.0490232918440803,0.0314616447955923,0.0738965677299424
"UT",2020-06-06,0.0518225831595458,0.0335165769170075,0.076878955607578
"UT",2020-06-13,0.0546870302431514,0.0347872607040224,0.0811560478867038
"UT",2020-06-20,0.058349802663115,0.0362026755563948,0.0867863268853479
"UT",2020-06-27,0.0623098003296804,0.0377301686058689,0.0928030306115342
"UT",2020-07-04,0.0668233564760072,0.0393093623123767,0.0999032200741499
"UT",2020-07-11,0.0721661458543185,0.0411678891185254,0.107950311035531
"UT",2020-07-18,0.0677362416176499,0.0447721151037873,0.0915374059213176
"UT",2020-07-25,0.0693517430296309,0.0470452373924663,0.0912443787187999
"UT",2020-08-01,0.0711424854450082,0.0483491877310286,0.0919123481539721
"UT",2020-08-08,0.0721756455198756,0.0496537172823506,0.09183103804268
"UT",2020-08-15,0.0732067620203498,0.0505631836549753,0.092254614049952
"UT",2020-08-22,0.0748281960671171,0.0512545743136806,0.094366895849294
"UT",2020-08-29,0.07543892505179,0.0519185322880998,0.095406829938868
"UT",2020-09-05,0.0757049599302638,0.052382822658926,0.0958902772238231
"UT",2020-09-12,0.0767150753458194,0.0533265031695678,0.09705057165311
"UT",2020-09-19,0.0793133987390928,0.0557102690119138,0.0994887924827139
"UT",2020-09-26,0.0829516867437162,0.0588139210826594,0.103119583329236
"UT",2020-10-03,0.0870164667491782,0.0622056130121325,0.107398040882531
"UT",2020-10-10,0.0924648541574551,0.0667388068521603,0.113321084367411
"UT",2020-10-17,0.0975139543685576,0.0717682067553794,0.119010114160307
"UT",2020-10-24,0.102176049237029,0.0763046230751375,0.124403407612777
"UT",2020-10-31,0.109267988776096,0.0842496257111074,0.131823855350601
"UT",2020-11-07,0.117810372618488,0.0940705629515904,0.14123980814898
"UT",2020-11-14,0.129081289552781,0.107296119892928,0.155180841442082
"UT",2020-11-21,0.142270519502475,0.120819685111168,0.171466038954931
"UT",2020-11-28,0.152982954987492,0.132215218727104,0.183735202917181
"UT",2020-12-05,0.165487936792263,0.145691139981608,0.201478593414695
"UT",2020-12-12,0.178166224961527,0.159175571072399,0.21739215319374
"UT",2020-12-19,0.19083088183664,0.171632965662855,0.231519782506187
"UT",2020-12-26,0.19207696372317,0.173074609696496,0.231226945893692
"UT",2021-01-02,0.211747435803822,0.193156066925795,0.260060450426562
"UT",2021-01-09,0.225999243971431,0.207803872088135,0.279732388661795
"UT",2021-01-16,0.237630940603039,0.219630303043384,0.2958755575031
"UT",2021-01-23,0.24680148558993,0.228994209482148,0.305408611663265
"UT",2021-01-30,0.254529098198034,0.236838541132483,0.312984346207428
"UT",2021-02-06,0.260187277300084,0.242635545115691,0.31836283983166
"UT",2021-02-13,0.264834610005865,0.247431269536831,0.322857268054091
"UT",2021-02-20,0.268397199885356,0.251108369160973,0.326238158706148
"UT",2021-02-27,0.271473285202574,0.254213362174415,0.327982806277969
"UT",2021-03-06,0.275492098231069,0.260178767410926,0.322715244178012
"UT",2021-03-13,0.278245330961442,0.263406669041322,0.323077065543994
"UT",2021-03-20,0.280490369681827,0.265945105809469,0.327195432559392
"UT",2021-03-27,0.283809006127012,0.269816113136289,0.332721490144531
"UT",2021-04-03,0.285235870019267,0.271861918303742,0.337097009144514
"UT",2021-04-10,0.287169931281311,0.274616216184802,0.34174199866878
"UT",2021-04-17,0.288331827262327,0.276396267647642,0.345940849198848
"UT",2021-04-24,0.289482601330898,0.277401218377405,0.350358037961375
"UT",2021-05-01,0.291317938831965,0.278498624361732,0.355718540100968
"UT",2021-05-08,0.292079345958477,0.279164020366841,0.360150170911111
