"state","survey_round","week","week_decimal","survey_midpoint","n_total","n_positive","n_negative","seroprevalence","cases","deaths","cases_cumulative","deaths_cumulative","cases_cumulative_perc","deaths_cumulative_perc","excess_deaths_difference_perc","hospitalisation_cumulative_perc","tests_total_cumulative_perc","vaccinated_cumulative_perc","vaccinated_dose1_cumulative_perc","Abbott_Architect_perc","Roche_Elecsys_perc","Ortho_VITROS_perc","cases_00_19_perc","cases_20_49_perc","cases_50_69_perc","cases_70_perc","state_population"
"AK",NA,2020-12-05,2020.9262295082,NA,NA,NA,NA,NA,4595,27,35305,169,5.0544891250816,0.024195118599031,0.0466722406111487,3.30548081008356,171.964013698159,0,0,NA,NA,NA,17.8870292887029,54.1036773827295,22.1021425117218,5.90715081684573,698488
"AK",10,2020-12-12,2020.94535519126,2020-12-16,908,101,807,11.1,4508,28,39813,197,5.69988317623209,0.0282037773018291,0.0492492354915188,3.18740110014317,181.630894159957,0,0,44.8,0,55.2,17.8892215568862,54.0076709326445,22.1786818519823,5.92442565848695,698488
"AK",NA,2020-12-19,2020.96448087432,NA,NA,NA,NA,NA,3304,19,43117,216,6.17290490316226,0.0309239385644421,0.0481039044335765,3.16812394183269,190.383084605605,0,0,NA,NA,NA,17.9271024419023,53.9421649874172,22.2144891732193,5.91624339746131,698488
"AK",11,2020-12-26,2020.98360655738,2020-12-31,1144,117,1027,10.2,1835,24,44952,240,6.43561521457777,0.0343599317382689,0.0483902371980621,3.17004805125467,196.104585905556,0,0,45.1,0,54.9,17.9976041808361,53.9050535987749,22.2135438377864,5.88379838260267,698488
"AK",NA,2021-01-02,2021.00273972603,NA,NA,NA,NA,NA,2172,12,47124,252,6.74657259680911,0.0360779283251824,0.049106069109276,3.16611493082081,202.787735795032,0,0,NA,NA,NA,18.0921634903108,53.8554582465841,22.2051299341689,5.84724832893617,698488
"AK",NA,2021-01-09,2021.02191780822,NA,NA,NA,NA,NA,1983,12,49107,264,7.03047153279655,0.0377959249120958,0.0511103984606751,3.19302747062537,211.777725601585,0,0,NA,NA,NA,18.2084516683712,53.7900488552231,22.1881761395817,5.81332333682396,698488
"AK",12,2021-01-16,2021.04109589041,2021-01-16,1299,183,1116,14.1,1881,8,50988,272,7.29976749779524,0.0389412559700381,0.0561212218391726,3.17721816898094,220.115735703405,0,0,49.7,0,50.3,18.3379424778761,53.7132585335019,22.1649810366625,5.78381795195954,698488
"AK",13,2021-01-23,2021.0602739726,2021-01-28,1306,185,1121,14.2,1392,4,52380,276,7.4990551018772,0.0395139214990093,0.0569802201326293,3.15387552500955,227.274484314691,0,0,71.7,0,28.3,18.4828759609055,53.6178550394371,22.1405722512424,5.75869674841501,698488
"AK",NA,2021-01-30,2021.07945205479,NA,NA,NA,NA,NA,1087,7,53467,283,7.65467695937511,0.0405160861747088,0.0568370537503866,3.13838442403726,234.464156864542,0,0,NA,NA,NA,18.6205154118242,53.5160227161313,22.1244711259267,5.73899074611782,698488
"AK",NA,2021-02-06,2021.09863013699,NA,NA,NA,NA,NA,1133,4,54600,287,7.81688447045619,0.0410887517036799,0.0564075546036582,3.11721611721612,242.72542978548,0,0,NA,NA,NA,18.7424026801862,53.4343591568087,22.1030122446559,5.7202259183492,698488
"AK",14,2021-02-13,2021.11780821918,2021-02-13,1311,164,1147,12.5,982,5,55582,292,7.9574738578186,0.0418045836148939,0.0568370537503866,3.10712101039905,249.876304245742,0,17.5404588196218,100,0,0,18.8725070108198,53.3617291289079,22.0688573731215,5.69690648715078,698488
"AK",15,2021-02-20,2021.13698630137,2021-02-24,1315,132,1183,10,1059,6,56641,298,8.10908705661372,0.0426635819083506,0.0564075546036582,3.11258628908388,256.260665895477,0,21.2597782639072,100,0,0,19.0052316542009,53.3018308994352,22.0260900476486,5.66684739871525,698488
"AK",NA,2021-02-27,2021.15616438356,NA,NA,NA,NA,NA,953,7,57594,305,8.24552461889109,0.0436657465840501,0.0566938873681438,3.11664409487099,263.074097192794,0,23.4419202620517,NA,NA,NA,19.1168098220253,53.260158490486,21.99135056384,5.63168112364875,698488
"AK",16,2021-03-06,2021.17534246575,2021-03-11,1312,109,1203,8.3,897,5,58491,310,8.37394486376287,0.0443815784952641,0.0575528856616005,3.12013814091057,270.284528868069,15.7558898649655,25.5175464718077,100,0,0,19.218032335909,53.2302827912095,21.9581924484544,5.59349242442709,698488
"AK",NA,2021-03-13,2021.19452054795,NA,NA,NA,NA,NA,989,1,59480,311,8.51553641580099,0.0445247448775068,0.0576960520438433,3.11701412239408,276.992589708055,18.1315928119023,28.2661978444869,NA,NA,NA,19.3445846192843,53.2001767504633,21.906096178285,5.54914245196738,698488
"AK",17,2021-03-20,2021.21369863014,2021-03-25,1313,180,1133,13.7,1205,6,60685,317,8.68805190640355,0.0453837431709636,0.0594140486307567,3.12103485210513,283.570082807435,20.5227577281213,31.6622475976681,100,0,0,19.4744019259584,53.1776629236182,21.8454856142359,5.50244953618748,698488
"AK",NA,2021-03-27,2021.23287671233,NA,NA,NA,NA,NA,1051,2,61736,319,8.83851977414072,0.0456700759354491,0.060559379688699,3.12135544900868,290.753026537321,22.4338857646803,34.7512054609385,NA,NA,NA,19.6232593523633,53.1366387722026,21.7857969768134,5.45430489862071,698488
"AK",18,2021-04-03,2021.25205479452,2021-04-08,1309,130,1179,9.9,1209,1,62945,320,9.01160793027224,0.0458132423176919,0.0611320452176702,3.13924855032171,297.900608170792,24.4452302688092,36.4019138481978,100,0,0,19.7831142174184,53.1025904177926,21.7048170858449,5.40947827894409,698488
"AK",NA,2021-04-10,2021.27123287671,NA,NA,NA,NA,NA,1057,3,64002,323,9.16293479630287,0.0462427414644203,0.0634227073335548,3.15302646792288,305.021704023548,27.8908155902464,38.4526291074435,NA,NA,NA,19.9392928767971,53.0874864891579,21.6045938457516,5.36862678829347,698488
"AK",19,2021-04-17,2021.2904109589,2021-04-22,1308,145,1163,11.1,1174,12,65176,335,9.3310121290559,0.0479607380513337,0.0634227073335548,3.14686387627347,311.964128231265,33.1276986863053,41.2376447412124,100,0,0,20.0739719157472,53.0710882647944,21.5220661985958,5.33287362086259,698488
"AK",NA,2021-04-24,2021.3095890411,NA,NA,NA,NA,NA,615,0,65791,335,9.41905945413522,0.0479607380513337,0.0635658737157976,3.18736605310757,318.565959615627,35.336469631547,42.8514162018531,NA,NA,NA,20.1899269559204,53.0495748871614,21.456621201924,5.30387695499423,698488
"AK",20,2021-05-01,2021.32876712329,2021-05-07,1300,135,1165,10.4,1134,6,66925,341,9.58141013159854,0.0488197363447905,0.06728819965411,3.20358610384759,324.900213031577,37.5406592525569,44.0538706463103,100,0,0,20.2832603898716,53.0410718421983,21.3923464225194,5.28332134541066,698488
"AK",NA,2021-05-08,2021.34794520548,NA,NA,NA,NA,NA,69,7,66994,348,9.59128861197329,0.04982190102049,0.0675745324185956,3.24954473534943,330.922936399766,38.4142605170024,44.735915291315,NA,NA,NA,20.3574262174906,53.0292837296859,21.3466231850393,5.26666686778428,698488
"AK",21,2021-05-15,2021.36712328767,2021-05-20,1296,154,1142,11.9,1018,6,68012,354,9.73703198909645,0.0506808993139467,0.0690061962410235,3.24501558548491,335.935191442086,39.4682514230738,45.6118072178763,100,0,0,20.4153492382869,53.0067308613586,21.3243748203507,5.25354508000383,698488
"AK",NA,2021-05-22,2021.38630136986,NA,NA,NA,NA,NA,0,8,68012,362,9.73703198909645,0.051826230371889,0.0698651945344802,3.26854084573311,340.763620849607,40.3172280697736,47.0829849618032,NA,NA,NA,20.4646356969089,52.9846679748565,21.3055298317914,5.24516649644317,698488
"AK",22,2021-05-29,2021.40547945205,2021-06-03,1291,114,1177,8.8,0,0,68012,362,9.73703198909645,0.051826230371889,0.0737306868550354,3.2920661059813,344.913298438914,41.0591162625557,48.1603119881802,100,0,0,20.4987012062769,52.9682477552812,21.292803852495,5.24024718594693,698488
"AK",NA,2021-06-05,2021.42465753425,NA,NA,NA,NA,NA,385,0,68397,362,9.79215104625992,0.051826230371889,0.0737306868550354,3.31008669970905,347.993379986485,41.7055124783819,48.813580190354,NA,NA,NA,20.5184734232131,52.9564569800637,21.2889135818522,5.23615601487094,698488
"AK",NA,2021-06-12,2021.44383561644,NA,NA,NA,NA,NA,0,4,68397,366,9.79215104625992,0.0523988959008601,0.0743033523840066,3.33494159100545,351.506253507576,42.7414644202907,49.4329179599363,NA,NA,NA,20.5349777264478,52.9444693237797,21.2865628019893,5.23399014778325,698488
"AK",23,2021-06-19,2021.46301369863,2021-06-19,1346,112,1234,8.3,424,0,68821,366,9.85285359233086,0.0523988959008601,0.0778825119400763,3.32747271908284,354.486118587578,43.6006058801296,50.0064424872009,100,0,0,20.5463601442551,52.9376695995395,21.2843751101296,5.23159514607586,698488
"AK",24,2021-06-26,2021.48219178082,2021-07-01,1229,114,1115,9.3,29,1,68850,367,9.8570054174159,0.0525420622831029,0.0785983438512902,3.34495279593319,357.132549163336,44.4107844372416,50.6778928199196,100,0,0,20.5556319464964,52.9327782475008,21.2823535951365,5.2292362108663,698488
"AK",NA,2021-07-03,2021.50136986301,NA,NA,NA,NA,NA,1254,3,70104,370,10.0365360607484,0.0529715614298313,0.0816048378783888,3.31507474609152,359.956792385839,45.6819587451753,52.0235136466196,NA,NA,NA,20.5704832622967,52.9309151805183,21.2682509870506,5.23035057013438,698488
"AK",NA,2021-07-10,2021.52054794521,NA,NA,NA,NA,NA,51,2,70155,372,10.0438375462427,0.0532578941943169,0.0836091672297878,3.365405174257,363.065220877095,46.5459678620105,52.7075626209756,NA,NA,NA,20.6029225105845,52.9189128513906,21.2450459214658,5.23311871655907,698488
"AK",NA,2021-07-17,2021.5397260274,NA,NA,NA,NA,NA,1146,2,71301,374,10.207906220293,0.0535442269588024,0.0871883267858575,3.37302422125917,366.728132766776,47.0164125940603,53.1379207659974,NA,NA,NA,20.6552298382635,52.8873405260336,21.2158178883193,5.24161174738359,698488
"AK",NA,2021-07-24,2021.55890410959,NA,NA,NA,NA,NA,1872,3,73173,377,10.4759136878515,0.0539737261055308,0.0887631569905281,3.38922826725705,371.417977116285,47.3727537194626,53.3870302710999,NA,NA,NA,20.7167348437026,52.8424401353715,21.1878098903513,5.25301513057455,698488
"AK",NA,2021-07-31,2021.57808219178,NA,NA,NA,NA,NA,1646,5,74819,382,10.7115655530231,0.0546895580167447,0.0923423165465978,3.43495636135206,376.608331138115,47.6875765940145,53.9568324724262,NA,NA,NA,20.8218124504072,52.7678554502691,21.1446228507516,5.26570924857213,698488
"AK",NA,2021-08-07,2021.59726027397,NA,NA,NA,NA,NA,2052,8,76871,390,11.0053429693853,0.055834889074687,0.0996438020409799,3.44993560640554,382.628477511425,48.0414838909187,54.6136798341561,NA,NA,NA,20.9720172096913,52.6528985640238,21.0926213841689,5.28246284211603,698488
"AK",NA,2021-08-14,2021.61643835616,NA,NA,NA,NA,NA,1067,2,77938,392,11.1581014992384,0.0561212218391726,0.103795627126021,3.55667325309862,389.774913813838,48.3538729369724,55.1149053383881,NA,NA,NA,21.2012734740007,52.4853933944843,21.0196369287278,5.29369620278711,698488
"AK",NA,2021-08-21,2021.63561643836,NA,NA,NA,NA,NA,1994,0,79932,392,11.4435752654305,0.0561212218391726,0.112815109207316,3.61432217384777,398.209131724525,48.8145823550297,55.767028209504,NA,NA,NA,21.5411698035859,52.2377226087271,20.9284155443288,5.29269204335821,698488
"AK",NA,2021-08-28,2021.65479452055,NA,NA,NA,NA,NA,3197,34,83129,426,11.9012781894607,0.0609888788354274,0.114676272176473,3.62689314198415,407.456248353587,49.2957645657477,56.441628202632,NA,NA,NA,21.9612958840481,51.9401349439797,20.8122316194424,5.2863375525298,698488
"AK",NA,2021-09-04,2021.67397260274,NA,NA,NA,NA,NA,2539,8,85668,434,12.2647776339751,0.0621342098933697,0.11968709555497,3.6956623243218,417.134438959581,49.7642049684461,57.2752860464317,NA,NA,NA,22.405208566104,51.6096699520321,20.7025749946305,5.2825464872335,698488
"AK",NA,2021-09-11,2021.69315068493,NA,NA,NA,NA,NA,5570,9,91238,443,13.0622143830674,0.0634227073335548,0.124411586168982,3.68267607794998,423.595680956581,50.5775331859674,58.3730858654694,NA,NA,NA,22.8567619946064,51.2795955825805,20.5978076966459,5.26583472616716,698488
"AK",25,2021-09-18,2021.71232876712,2021-09-19,1561,334,1227,21.4,4964,14,96202,457,13.7728923045206,0.0654270366849538,0.130567740605422,3.68495457474897,433.752190445648,51.2277948941141,59.0821889567179,0,100,0,23.2699960612275,50.9748946911944,20.5054822667927,5.24962698078539,698488
"AK",NA,2021-09-25,2021.73150684932,NA,NA,NA,NA,NA,3805,14,100007,471,14.3176403889544,0.0674313660363528,0.137726059717561,3.72173947823652,443.496237587475,52.1285977711858,59.5192759217052,NA,NA,NA,23.5870348315763,50.7425051093173,20.4350638848455,5.2353961742608,698488
"AK",NA,2021-10-02,2021.75068493151,NA,NA,NA,NA,NA,10355,83,110362,554,15.8001282770785,0.0793141757625042,0.137582893335319,3.50664177887316,452.827392882913,53.1853088385198,60.1904399216594,NA,NA,NA,23.8792032061666,50.519466011283,20.3768223202815,5.22450846226889,698488
"AK",NA,2021-10-09,2021.7698630137,NA,NA,NA,NA,NA,5211,16,115573,570,16.5461682949457,0.0816048378783888,0.144025380536244,3.47053377518971,461.892688206526,53.5961963555566,60.6396960291372,NA,NA,NA,24.1371786437036,50.3222099153043,20.3234591137354,5.21715232725668,698488
"AK",26,2021-10-16,2021.78904109589,2021-10-16,1671,588,1083,35.2,6202,84,121775,654,17.4340861976154,0.0936308139867829,0.142307383949331,3.44569903510573,469.963263506316,54.0931268683213,61.1044141058973,0,100,0,24.3799925321453,50.1364319611416,20.267725782928,5.21584972378512,698488
"AK",NA,2021-10-23,2021.80821917808,NA,NA,NA,NA,NA,5010,29,126785,683,18.1513497726518,0.0977826390718237,0.149752035825955,3.45072366604882,477.898403408505,54.7190502914868,61.705712911317,NA,NA,NA,24.585463101762,49.9849482712014,20.2135502420564,5.21603838498022,698488
"AK",NA,2021-10-30,2021.82739726027,NA,NA,NA,NA,NA,4552,20,131337,703,18.803043144621,0.100645966716679,0.15819885237828,3.46056328376619,485.594884951495,55.1309399731993,62.237576021349,NA,NA,NA,24.7896847353359,49.8353472432934,20.1565019246673,5.21846609670338,698488
"AK",27,2021-11-06,2021.84657534247,2021-11-09,1586,595,991,37.5,3650,84,134987,787,19.3256004398071,0.112671942825074,0.15461969282221,3.44922103609977,493.221358133569,55.4716759629371,62.7211920605651,0,100,0,24.9596604817567,49.7165370297948,20.104723417199,5.21907907124958,698488
"AK",NA,2021-11-13,2021.86575342466,NA,NA,NA,NA,NA,2895,16,137882,803,19.7400671164,0.114962604940958,0.155335524733424,3.47543551732641,499.920542657855,55.8144162820263,63.6002336475358,NA,NA,NA,25.0992090216055,49.6266281409101,20.0615599245175,5.21260291296686,698488
"AK",NA,2021-11-20,2021.88493150685,NA,NA,NA,NA,NA,2423,24,140305,827,20.0869592605743,0.118398598114785,0.157339854084823,3.47884964897901,506.422587073794,56.4175762504152,64.8142845689547,NA,NA,NA,25.2023514428992,49.5608809968691,20.0336637001924,5.20310386003926,698488
"AK",NA,2021-11-27,2021.90410958904,NA,NA,NA,NA,NA,1865,12,142170,839,20.3539645634571,0.120116594701699,0.164211840432477,3.48596750369276,511.222955870394,56.5742002725888,65.223740422169,NA,NA,NA,25.2900114053289,49.4976158740192,20.0175889409534,5.19478377969851,698488
"AK",28,2021-12-04,2021.92328767123,2021-12-07,1754,712,1042,40.6,1637,5,143807,844,20.5883279311885,0.120832426612912,0.170367994868917,3.486617480373,516.970370285531,57.2668392298794,66.3863946123627,0,100,0,25.3538293466386,49.4539016343546,20.0061689141081,5.18610010489872,698488
"AK",NA,2021-12-11,2021.94246575342,NA,NA,NA,NA,NA,1292,4,145099,848,20.7732988970462,0.121405092141884,0.174519819953958,3.49416605214371,522.239895316741,58.0319203765849,66.9995762275086,NA,NA,NA,25.3868152424787,49.4357752790843,19.9997308409203,5.17767863751674,698488
